重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,0
重庆,2022-05-28,2022年05月28日,优,20,16,10,17,6,20,0.64,52,"小雨
/小雨","西南风 1-2级
                                        /西南风 1-2级","20℃
                                        /
                                        26℃",6
重庆,2022-05-29,2022年05月29日,优,30,85,18,30,8,28,0.80,38,"小雨
/多云","西北风 1-2级
                                        /西北风 1-2级","19℃
                                        /
                                        28℃",6
重庆,2022-05-30,2022年05月30日,优,38,174,21,38,11,29,0.78,50,"小雨
/多云","东北风 1-2级
                                        /东北风 1-2级","21℃
                                        /
                                        29℃",6
重庆,2022-05-31,2022年05月31日,优,40,155,19,40,8,27,0.73,65,"多云
/小雨","东北风 1-2级
                                        /东北风 1-2级","22℃
                                        /
                                        31℃",6
重庆,日期,日期,质量等级,AQI指数,当天AQI排名,PM2.5,PM10,So2,No2,Co,O3,天气状况,风力风向(夜间/白天),最低气温/最高气温,7
重庆,2022-04-01,2022年04月01日,优,22,23,13,21,8,20,0.57,57,"小雨
/小雨","东风 1-2级
                                        /东风 1-2级","12℃
                                        /
                                        14℃",7
重庆,2022-04-02,2022年04月02日,优,35,116,20,34,9,24,0.61,60,"小雨
/晴","西南风 1-2级
                                        /西南风 1-2级","10℃
                                        /
                                        17℃",7
重庆,2022-04-03,2022年04月03日,优,43,120,22,42,10,33,0.67,56,"阴
/阴","东风 1-2级
                                        /东风 1-2级","11℃
                                        /
                                        24℃",7
重庆,2022-04-04,2022年04月04日,优,38,49,21,38,9,27,0.58,57,"小雨
/小雨","东北风 1-2级
                                        /东北风 1-2级","14℃
                                        /
                                        17℃",7
重庆,2022-04-05,2022年04月05日,优,41,57,27,41,9,26,0.64,50,"阴
/多云","东风 1-2级
                                        /东风 1-2级","13℃
                                        /
                                        21℃",7
重庆,2022-04-06,2022年04月06日,优,49,117,30,51,10,33,0.73,41,"阴
/多云","北风 1-2级
                                        /北风 1-2级","12℃
                                        /
                                        21℃",7
重庆,2022-04-07,2022年04月07日,良,53,121,30,57,10,38,0.76,60,"晴
/多云","东北风 1-2级
                                        /东北风 1-2级","12℃
                                        /
                                        27℃",7
重庆,2022-04-08,2022年04月08日,良,55,91,29,60,11,41,0.77,71,"阴
/阴","北风 1-2级
                                        /北风 1-2级","15℃
                                        /
                                        29℃",7
重庆,2022-04-09,2022年04月09日,良,63,163,40,77,16,44,0.80,71,"多云
/晴","南风 1-2级
                                        /南风 1-2级","17℃
                                        /
                                        28℃",7
重庆,2022-04-10,2022年04月10日,良,62,146,38,68,12,40,0.81,84,"晴
/多云","东风 1-2级
                                        /东风 1-2级","17℃
                                        /
                                        30℃",7
重庆,2022-04-11,2022年04月11日,良,59,119,33,61,11,38,0.82,88,"小雨
/暴雨","北风 1-2级
                                        /北风 1-2级","18℃
                                        /
                                        33℃",7
重庆,2022-04-12,2022年04月12日,优,39,82,19,41,8,19,0.60,65,"小雨
/晴","北风 1-2级
                                        /北风 1-2级","14℃
                                        /
                                        24℃",7
重庆,2022-04-13,2022年04月13日,优,35,104,13,30,8,22,0.65,64,"多云
/小雨","东北风 1-2级
                                        /东北风 1-2级","15℃
                                        /
                                        25℃",7
重庆,2022-04-14,2022年04月14日,优,22,10,10,21,8,22,0.60,57,"小雨
/中雨","东风 1-2级
                                        /东风 1-2级","15℃
                                        /
                                        20℃",7
重庆,2022-04-15,2022年04月15日,优,19,13,9,14,7,15,0.55,59,"小雨
/小雨","东北风 1-2级
                                        /东北风 1-2级","12℃
                                        /
                                        15℃",7
重庆,2022-04-16,2022年04月16日,优,21,26,9,17,7,15,0.54,61,"小雨
/小雨","东南风 1-2级
                                        /东南风 1-2级","11℃
                                        /
                                        13℃",7
重庆,2022-04-17,2022年04月17日,优,22,35,12,22,7,20,0.62,40,"小雨
/小雨","北风 1-2级
                                        /北风 1-2级","11℃
                                        /
                                        14℃",7
